# cec_bench v1.0+46074dd  2026-06-13T16:36:13
===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.00 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 10.000 us
us,seq,i3,i4,i5,vrail,vcc,i8
0.0,137,4.1705,4.7568,4.8596,11.9765,4.8383,4.3623
10.0,138,4.1811,4.7721,4.8733,11.9756,4.8386,4.3836
20.0,139,4.1872,4.7782,4.8810,11.9756,4.8383,4.3959
30.0,140,4.1918,4.7889,4.8871,11.9756,4.8386,4.4065
40.0,141,4.1918,4.7934,4.8855,11.9756,4.8386,4.4081
50.0,142,4.1872,4.7889,4.8749,11.9765,4.8383,4.3959
60.0,143,4.1781,4.7706,4.8581,11.9765,4.8389,4.3775
70.0,144,4.1598,4.7568,4.8398,11.9765,4.8386,4.3516
80.0,145,4.1399,4.7370,4.8230,11.9756,4.8389,4.3318
90.0,146,4.1155,4.7217,4.8031,11.9756,4.8389,4.3135
100.0,147,4.0957,4.7126,4.7848,11.9765,4.8389,4.3012
110.0,148,4.0835,4.7004,4.7726,11.9765,4.8389,4.2982
120.0,149,4.0835,4.6882,4.7635,11.9756,4.8386,4.3012
130.0,150,4.0881,4.6851,4.7696,11.9756,4.8386,4.3043
140.0,151,4.0942,4.6897,4.7848,11.9773,4.8389,4.3074
150.0,152,4.0987,4.6973,4.7955,11.9782,4.8395,4.3135
160.0,153,4.1079,4.7065,4.8092,11.9765,4.8395,4.3241
170.0,154,4.1170,4.7202,4.8154,11.9773,4.8392,4.3333
180.0,155,4.1247,4.7248,4.8215,11.9765,4.8392,4.3409
190.0,156,4.1323,4.7324,4.8260,11.9773,4.8395,4.3440
200.0,157,4.1354,4.7416,4.8260,11.9765,4.8395,4.3424
210.0,158,4.1354,4.7446,4.8260,11.9765,4.8395,4.3424
220.0,159,4.1338,4.7446,4.8184,11.9773,4.8395,4.3424
230.0,160,4.1338,4.7492,4.8184,11.9773,4.8395,4.3409
240.0,161,4.1308,4.7507,4.8230,11.9773,4.8398,4.3409
