# cec_bench v1.0+46074dd  2026-06-13T16:34:39
===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.00 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 10.000 us
us,seq,i3,i4,i5,vrail,vcc,i8
0.0,47,0.1589,0.1883,0.1858,12.0034,4.8389,0.1737
10.0,48,0.1589,0.1853,0.1889,12.0043,4.8389,0.1707
20.0,49,0.1635,0.1868,0.1965,12.0043,4.8386,0.1753
30.0,50,0.1711,0.1960,0.2011,12.0043,4.8386,0.1844
40.0,51,0.1849,0.2066,0.2133,12.0034,4.8386,0.1921
50.0,52,0.2001,0.2219,0.2301,12.0043,4.8383,0.2027
60.0,53,0.2184,0.2356,0.2438,12.0043,4.8383,0.2226
70.0,54,0.2322,0.2524,0.2637,12.0034,4.8380,0.2378
80.0,55,0.2383,0.2692,0.2820,12.0034,4.8370,0.2531
90.0,56,0.2474,0.2829,0.2942,12.0043,4.8367,0.2684
100.0,57,0.2550,0.2997,0.3033,12.0052,4.8364,0.2790
110.0,58,0.2627,0.3043,0.3049,12.0034,4.8361,0.2867
120.0,59,0.2642,0.3013,0.3064,12.0034,4.8358,0.2851
130.0,60,0.2657,0.2967,0.2988,12.0043,4.8355,0.2790
140.0,61,0.2703,0.2921,0.2881,12.0043,4.8352,0.2821
150.0,62,0.2642,0.2860,0.2835,12.0043,4.8343,0.2790
160.0,63,0.2657,0.2829,0.2820,12.0034,4.8340,0.2729
170.0,64,0.2688,0.2845,0.2850,12.0026,4.8340,0.2760
180.0,65,0.2627,0.2845,0.2881,12.0034,4.8331,0.2760
190.0,66,0.2596,0.2845,0.2896,12.0043,4.8331,0.2745
200.0,67,0.2566,0.2799,0.2804,12.0043,4.8328,0.2745
210.0,68,0.2489,0.2692,0.2728,12.0026,4.8322,0.2653
220.0,69,0.2367,0.2601,0.2591,12.0026,4.8322,0.2561
230.0,70,0.2261,0.2540,0.2499,12.0026,4.8309,0.2424
240.0,71,0.2169,0.2463,0.2514,12.0026,4.8312,0.2302
250.0,72,0.2108,0.2448,0.2438,12.0017,4.8306,0.2241
260.0,73,0.2077,0.2417,0.2392,12.0017,4.8306,0.2241
270.0,74,0.2154,0.2433,0.2438,12.0017,4.8300,0.2287
280.0,75,0.2230,0.2494,0.2530,12.0017,4.8300,0.2363
290.0,76,0.2291,0.2585,0.2713,12.0017,4.8297,0.2500
300.0,77,0.2367,0.2768,0.2881,12.0026,4.8297,0.2622
310.0,78,0.2596,0.2890,0.3049,12.0017,4.8297,0.2745
320.0,79,0.2779,0.3028,0.3140,12.0026,4.8288,0.2882
330.0,80,0.2825,0.3119,0.3247,12.0008,4.8288,0.3004
