# cec_bench v1.0+1238b3f  2026-06-13T14:54:29
===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.00 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 10.000 us
us,seq,i3,i4,i5,vrail,vcc,i8
0.0,184,1.0521,1.2617,1.3099,12.0078,4.8416,1.1822
10.0,185,1.1863,1.4112,1.4869,12.0078,4.8416,1.3485
20.0,186,1.4045,1.6493,1.7661,12.0078,4.8422,1.6064
30.0,187,1.7067,1.9789,2.1354,12.0052,4.8419,1.9482
40.0,188,2.0424,2.3420,2.5382,12.0034,4.8419,2.3174
50.0,189,2.3552,2.6960,2.9059,12.0026,4.8425,2.6531
60.0,190,2.6008,2.9905,3.1928,12.0017,4.8422,2.9110
70.0,191,2.7656,3.1965,3.3667,12.0008,4.8422,3.0697
80.0,192,2.8541,3.3110,3.4476,11.9991,4.8422,3.1383
90.0,193,2.8923,3.3766,3.4888,11.9982,4.8425,3.1719
100.0,194,2.9121,3.4208,3.5254,11.9973,4.8428,3.2040
110.0,195,2.9350,3.4696,3.5651,11.9973,4.8425,3.2345
120.0,196,2.9792,3.5383,3.6322,11.9956,4.8425,3.2940
130.0,197,3.0388,3.6207,3.7177,11.9956,4.8425,3.3764
140.0,198,3.1028,3.6985,3.7986,11.9939,4.8425,3.4496
150.0,199,3.1440,3.7535,3.8443,11.9947,4.8431,3.4939
160.0,200,3.1532,3.7672,3.8474,11.9930,4.8428,3.4954
170.0,201,3.1318,3.7474,3.8138,11.9921,4.8428,3.4603
180.0,202,3.0937,3.7107,3.7772,11.9921,4.8428,3.4191
190.0,203,3.0449,3.6589,3.7253,11.9921,4.8428,3.3657
200.0,204,2.9960,3.6070,3.6689,11.9921,4.8428,3.3138
210.0,205,2.9792,3.5826,3.6536,11.9930,4.8428,3.3001
220.0,206,3.0220,3.6283,3.7238,11.9913,4.8431,3.3596
230.0,207,3.1471,3.7626,3.8840,11.9895,4.8431,3.5061
240.0,208,3.3394,3.9762,4.1327,11.9895,4.8431,3.7319
250.0,209,3.5850,4.2585,4.4501,11.9895,4.8428,4.0264
260.0,210,3.8673,4.5668,4.7934,11.9878,4.8425,4.3438
270.0,211,4.1481,4.8887,5.1291,11.9869,4.8428,4.6535
280.0,212,4.4136,5.1893,5.4313,11.9869,4.8428,4.9313
290.0,213,4.6379,5.4411,5.6861,11.9852,4.8428,5.1556
300.0,214,4.8057,5.6410,5.8707,11.9834,4.8425,5.3204
310.0,215,4.9171,5.7905,5.9912,11.9826,4.8428,5.4302
320.0,216,4.9751,5.8821,6.0538,11.9808,4.8425,5.4913
330.0,217,4.9965,5.9217,6.0752,11.9808,4.8425,5.5111
340.0,218,4.9858,5.9278,6.0599,11.9799,4.8425,5.4943
350.0,219,4.9476,5.9080,6.0187,11.9791,4.8422,5.4562
360.0,220,4.8927,5.8653,5.9592,11.9782,4.8419,5.4012
370.0,221,4.8317,5.8027,5.8921,11.9791,4.8416,5.3432
380.0,222,4.7783,5.7341,5.8280,11.9791,4.8413,5.2792
390.0,223,4.7248,5.6700,5.7654,11.9782,4.8410,5.2135
400.0,224,4.6714,5.6196,5.7029,11.9782,4.8404,5.1586
410.0,225,4.6226,5.5738,5.6525,11.9782,4.8410,5.1113
420.0,226,4.5768,5.5281,5.6113,11.9791,4.8407,5.0701
430.0,227,4.5448,5.4884,5.5747,11.9782,4.8404,5.0335
