# cec_bench v1.0+1238b3f  2026-06-13T14:59:11
===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.00 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 10.000 us
us,seq,i3,i4,i5,vrail,vcc,i8
0.0,230,3.9787,4.7331,4.8148,11.9834,4.8349,4.3957
10.0,231,3.9726,4.7239,4.8026,11.9808,4.8349,4.3835
20.0,232,3.9695,4.7148,4.7904,11.9826,4.8349,4.3713
30.0,233,3.9604,4.7026,4.7782,11.9826,4.8349,4.3621
40.0,234,3.9451,4.6934,4.7675,11.9817,4.8349,4.3514
50.0,235,3.9375,4.6812,4.7583,11.9826,4.8349,4.3407
60.0,236,3.9299,4.6797,4.7553,11.9817,4.8349,4.3331
70.0,237,3.9238,4.6736,4.7492,11.9808,4.8349,4.3270
80.0,238,3.9207,4.6705,4.7416,11.9826,4.8349,4.3240
90.0,239,3.9238,4.6675,4.7339,11.9817,4.8346,4.3240
100.0,240,3.9283,4.6644,4.7385,11.9817,4.8346,4.3316
110.0,241,3.9314,4.6690,4.7431,11.9826,4.8343,4.3316
120.0,242,3.9344,4.6705,4.7522,11.9826,4.8349,4.3301
130.0,243,3.9329,4.6720,4.7522,11.9826,4.8349,4.3377
140.0,244,3.9283,4.6736,4.7522,11.9808,4.8349,4.3346
150.0,245,3.9268,4.6766,4.7492,11.9826,4.8349,4.3346
160.0,246,3.9268,4.6751,4.7416,11.9817,4.8352,4.3301
170.0,247,3.9253,4.6751,4.7370,11.9817,4.8352,4.3270
180.0,248,3.9238,4.6690,4.7324,11.9834,4.8346,4.3209
190.0,249,3.9238,4.6675,4.7324,11.9826,4.8346,4.3270
200.0,250,3.9283,4.6736,4.7431,11.9826,4.8346,4.3362
210.0,251,3.9405,4.6751,4.7553,11.9817,4.8346,4.3453
220.0,252,3.9543,4.6888,4.7721,11.9808,4.8349,4.3652
230.0,253,3.9711,4.7071,4.7950,11.9817,4.8349,4.3865
240.0,254,3.9909,4.7270,4.8178,11.9817,4.8343,4.3987
250.0,255,4.0077,4.7499,4.8362,11.9808,4.8343,4.4125
260.0,0,4.0245,4.7666,4.8545,11.9808,4.8340,4.4292
270.0,1,4.0352,4.7880,4.8682,11.9808,4.8340,4.4430
280.0,2,4.0443,4.8033,4.8819,11.9808,4.8337,4.4582
290.0,3,4.0550,4.8094,4.8941,11.9799,4.8337,4.4720
300.0,4,4.0580,4.8109,4.8926,11.9817,4.8337,4.4781
310.0,5,4.0641,4.8033,4.8911,11.9808,4.8337,4.4796
320.0,6,4.0565,4.8017,4.8926,11.9817,4.8334,4.4704
330.0,7,4.0443,4.7972,4.8880,11.9817,4.8328,4.4567
340.0,8,4.0382,4.7880,4.8758,11.9826,4.8325,4.4445
350.0,9,4.0367,4.7804,4.8652,11.9817,4.8322,4.4384
360.0,10,4.0306,4.7758,4.8575,11.9808,4.8322,4.4292
370.0,11,4.0229,4.7682,4.8484,11.9808,4.8325,4.4247
380.0,12,4.0229,4.7575,4.8392,11.9826,4.8322,4.4277
390.0,13,4.0153,4.7560,4.8377,11.9817,4.8325,4.4231
400.0,14,4.0062,4.7529,4.8255,11.9817,4.8318,4.4079
410.0,15,3.9894,4.7377,4.8178,11.9817,4.8315,4.3941
420.0,16,3.9772,4.7209,4.8026,11.9817,4.8318,4.3789
430.0,17,3.9634,4.7010,4.7766,11.9817,4.8315,4.3499
440.0,18,3.9436,4.6873,4.7553,11.9817,4.8318,4.3316
450.0,19,3.9329,4.6751,4.7416,11.9817,4.8318,4.3285
460.0,20,3.9283,4.6720,4.7400,11.9817,4.8315,4.3301
470.0,21,3.9268,4.6766,4.7492,11.9826,4.8315,4.3362
480.0,22,3.9314,4.6781,4.7583,11.9826,4.8318,4.3423
490.0,23,3.9405,4.6812,4.7705,11.9817,4.8315,4.3468
500.0,24,3.9543,4.6888,4.7889,11.9826,4.8315,4.3590
510.0,25,3.9619,4.6980,4.7980,11.9817,4.8318,4.3758
520.0,26,3.9711,4.7102,4.8056,11.9817,4.8318,4.3835
530.0,27,3.9802,4.7163,4.8087,11.9817,4.8312,4.3835
540.0,28,3.9894,4.7224,4.8148,11.9826,4.8315,4.3865
550.0,29,3.9985,4.7346,4.8240,11.9817,4.8315,4.3911
560.0,30,4.0077,4.7468,4.8301,11.9808,4.8309,4.4002
570.0,31,4.0184,4.7605,4.8346,11.9817,4.8309,4.4155
580.0,32,4.0306,4.7697,4.8468,11.9817,4.8303,4.4262
590.0,33,4.0413,4.7834,4.8575,11.9808,4.8297,4.4384
600.0,34,4.0519,4.7972,4.8713,11.9817,4.8300,4.4491
610.0,35,4.0657,4.8094,4.8850,11.9817,4.8297,4.4613
620.0,36,4.0779,4.8200,4.9002,11.9817,4.8291,4.4735
630.0,37,4.0825,4.8277,4.9048,11.9808,4.8285,4.4781
640.0,38,4.0809,4.8262,4.9018,11.9817,4.8279,4.4781
650.0,39,4.0825,4.8231,4.9018,11.9826,4.8273,4.4811
660.0,40,4.0901,4.8262,4.9002,11.9826,4.8270,4.4872
670.0,41,4.0931,4.8262,4.9002,11.9817,4.8257,4.4857
680.0,42,4.0886,4.8262,4.8972,11.9826,4.8257,4.4811
690.0,43,4.0733,4.8155,4.8850,11.9826,4.8248,4.4765
700.0,44,4.0626,4.8017,4.8758,11.9817,4.8248,4.4704
710.0,45,4.0550,4.7972,4.8682,11.9808,4.8239,4.4613
720.0,46,4.0519,4.7956,4.8652,11.9817,4.8239,4.4567
730.0,47,4.0474,4.7956,4.8652,11.9817,4.8236,4.4567
740.0,48,4.0428,4.7956,4.8636,11.9826,4.8230,4.4552
750.0,49,4.0458,4.7911,4.8590,11.9808,4.8221,4.4537
760.0,50,4.0443,4.7895,4.8545,11.9808,4.8218,4.4476
770.0,51,4.0474,4.7880,4.8529,11.9808,4.8212,4.4491
780.0,52,4.0474,4.7804,4.8545,11.9817,4.8212,4.4537
790.0,53,4.0504,4.7773,4.8545,11.9817,4.8206,4.4491
800.0,54,4.0504,4.7743,4.8545,11.9817,4.8203,4.4430
810.0,55,4.0504,4.7773,4.8545,11.9817,4.8199,4.4369
820.0,56,4.0504,4.7773,4.8575,11.9808,4.8193,4.4414
830.0,57,4.0519,4.7743,4.8606,11.9808,4.8187,4.4476
840.0,58,4.0550,4.7743,4.8682,11.9808,4.8187,4.4521
850.0,59,4.0596,4.7758,4.8758,11.9808,4.8184,4.4552
860.0,60,4.0626,4.7773,4.8713,11.9808,4.8178,4.4552
870.0,61,4.0611,4.7789,4.8636,11.9817,4.8175,4.4521
880.0,62,4.0641,4.7926,4.8667,11.9808,4.8172,4.4537
890.0,63,4.0687,4.8033,4.8819,11.9817,4.8169,4.4704
900.0,64,4.0763,4.8170,4.8987,11.9799,4.8166,4.4826
910.0,65,4.0901,4.8277,4.9216,11.9799,4.8166,4.4918
920.0,66,4.1038,4.8445,4.9430,11.9808,4.8163,4.5132
930.0,67,4.1145,4.8612,4.9537,11.9808,4.8163,4.5223
940.0,68,4.1206,4.8750,4.9628,11.9808,4.8160,4.5330
950.0,69,4.1282,4.8841,4.9643,11.9799,4.8154,4.5406
960.0,70,4.1374,4.8902,4.9689,11.9799,4.8154,4.5422
970.0,71,4.1359,4.8872,4.9720,11.9799,4.8154,4.5452
980.0,72,4.1389,4.8811,4.9720,11.9799,4.8154,4.5406
990.0,73,4.1435,4.8811,4.9704,11.9808,4.8148,4.5361
1000.0,74,4.1481,4.8872,4.9720,11.9808,4.8151,4.5406
1010.0,75,4.1450,4.8887,4.9796,11.9791,4.8148,4.5437
1020.0,76,4.1481,4.8902,4.9826,11.9791,4.8148,4.5437
1030.0,77,4.1404,4.8872,4.9781,11.9791,4.8151,4.5452
1040.0,78,4.1298,4.8780,4.9720,11.9791,4.8148,4.5361
1050.0,79,4.1145,4.8582,4.9506,11.9782,4.8145,4.5193
1060.0,80,4.0855,4.8368,4.9140,11.9791,4.8151,4.4949
1070.0,81,4.0580,4.8124,4.8819,11.9799,4.8148,4.4643
1080.0,82,4.0321,4.7880,4.8499,11.9791,4.8151,4.4414
1090.0,83,4.0046,4.7712,4.8224,11.9791,4.8154,4.4155
1100.0,84,3.9802,4.7392,4.7995,11.9799,4.8154,4.3865
1110.0,85,3.9634,4.7178,4.7766,11.9799,4.8157,4.3667
1119.9,86,3.9528,4.7026,4.7690,11.9799,4.8157,4.3606
1129.9,87,3.9497,4.6919,4.7599,11.9799,4.8160,4.3529
1139.9,88,3.9482,4.6858,4.7629,11.9799,4.8163,4.3499
1149.9,89,3.9497,4.6812,4.7660,11.9799,4.8169,4.3514
1159.9,90,3.9512,4.6858,4.7629,11.9799,4.8166,4.3514
1169.9,91,3.9497,4.6934,4.7675,11.9791,4.8166,4.3514
1179.9,92,3.9543,4.6934,4.7705,11.9799,4.8175,4.3545
1189.9,93,3.9589,4.6858,4.7766,11.9808,4.8175,4.3590
1199.9,94,3.9619,4.6842,4.7766,11.9799,4.8175,4.3652
1209.9,95,3.9619,4.6919,4.7828,11.9791,4.8181,4.3758
1219.9,96,3.9680,4.6995,4.7904,11.9791,4.8184,4.3804
